PMC5482951,Q33830349,Coffee and caffeine intake and male infertility: a systematic review.,Q114264,cola,1,Q33830349	P921	Q114264
PMC5489199,Q38704560,Expanding the geography of evapotranspiration: An improved method to quantify land-to-air water fluxes in tropical and subtropical regions.,Q114264,cola,1,Q38704560	P921	Q114264
PMC5490465,Q33851682,"Europatitan eastwoodi, a new sauropod from the lower Cretaceous of Iberia in the initial radiation of somphospondylans in Laurasia.",Q5715001,Azanza,1,Q33851682	P921	Q5715001
PMC5493080,Q33859056,"Plants as highly diverse sources of construction wood, handicrafts and fibre in the Heihe valley (Qinling Mountains, Shaanxi, China): the importance of minor forest products.",Q127849,Tilia,1,Q33859056	P921	Q127849
PMC5495397,Q33865910,"High acceptability of rapid HIV self-testing among a diverse sample of MSM from Buenos Aires, Argentina.",Q311463,Sida,1,Q33865910	P921	Q311463
PMC5508817,Q38369220,"The fossil Osmundales (Royal Ferns)-a phylogenetic network analysis, revised taxonomy, and evolutionary classification of anatomically preserved trunks and rhizomes.",Q311463,SIDA,1,Q38369220	P921	Q311463
PMC5516258,Q33916498,"A Nonredundant Phosphopantetheinyl Transferase, PptA, Is a Novel Antifungal Target That Directs Secondary Metabolite, Siderophore, and Lysine Biosynthesis in Aspergillus fumigatus and Is Critical for Pathogenicity.",Q311463,sidA,1,Q33916498	P921	Q311463
PMC5538747,Q38648613,Higher risk of gastrointestinal parasite infection at lower elevation suggests possible constraints in the distributional niche of Alpine marmots.,Q2309085,Durio,1,Q38648613	P921	Q2309085
PMC5540278,Q38648472,A versatile one-step CRISPR-Cas9 based approach to plasmid-curing.,Q114264,colA,1,Q38648472	P921	Q114264
PMC5504801,Q33892670,Patient benefit of dog-assisted interventions in health care: a systematic review.,Q8353440,DAIs,1,Q33892670	P921	Q8353440
PMC5507324,Q33897944,Environmental bacteriophages active on biofilms and planktonic forms of toxigenic Vibrio cholerae: Potential relevance in cholera epidemiology.,Q311463,Sida,1,Q33897944	P921	Q311463
PMC5538745,Q38368699,DNA barcoding of odonates from the Upper Plata basin: Database creation and genetic diversity estimation.,Q2850145,Anisoptera,1,Q38368699	P921	Q2850145
PMC5516316,Q33916594,Caretaker-adolescent communication on sexual and reproductive health: a cross-sectional study in Unguja-Tanzania Zanzibar.,Q311463,SIDA,1,Q33916594	P921	Q311463
PMC5516835,Q33917763,"Free versus subsidised healthcare: options for fee exemptions, access to care for vulnerable groups and effects on the health system in Burkina Faso.",Q311463,sida,1,Q33917763	P921	Q311463
PMC5521109,Q33922800,A qualitative study on the intersectional social determinants for indigenous people who become infected with HIV in their youth.,Q311463,sida,1,Q33922800	P921	Q311463
PMC5540542,Q38646678,"Study of three interesting Amanita species from Thailand: Morphology, multiple-gene phylogeny and toxin analysis.",Q580593,Dipterocarpaceae,0.6666666666666666,Q38646678	P921	Q580593
PMC5489561,Q33849364,Expressed Centromere Specific Histone 3 (CENH3) Variants in Cultivated Triploid and Wild Diploid Bananas (Musa spp.).,Q719312,Gossypium,0.6666666666666666,Q33849364	P921	Q719312
PMC5498511,Q33875400,Searching for an Accurate Marker-Based Prediction of an Individual Quantitative Trait in Molecular Plant Breeding.,Q719312,Gossypium,0.6666666666666666,Q33875400	P921	Q719312
PMC5498554,Q33875575,"Genetic Diversity, Population Structure, and Linkage Disequilibrium of an Association-Mapping Panel Revealed by Genome-Wide SNP Markers in Sesame.",Q719312,Gossypium,0.6666666666666666,Q33875575	P921	Q719312
PMC5483214,Q38666514,Meta-barcoding in combination with palynological inference is a potent diagnostic marker for honey floral composition.,Q156551,Malvaceae,0.625,Q38666514	P921	Q156551
PMC5526315,Q38661840,"Cognition, culture and utility: plant classification by Paraguayan immigrant farmers in Misiones, Argentina.",Q147325,malva,0.625,Q38661840	P921	Q147325
PMC5495835,Q38671288,A Novel Soybean Dirigent Gene GmDIR22 Contributes to Promotion of Lignan Biosynthesis and Enhances Resistance to Phytophthora sojae.,Q719312,Gossypium,0.6,Q38671288	P921	Q719312
PMC5481016,Q36412533,Phylogeography of a tough rock survivor in European dry grasslands.,Q162895,Helianthemum,0.5714285714285714,Q36412533	P921	Q162895
PMC5525278,Q38647819,The genome of the cotton bacterial blight pathogen Xanthomonas citri pv. malvacearum strain MSCT1.,Q719312,Gossypium,0.5555555555555556,Q38647819	P921	Q719312
PMC5479517,Q36411446,"An endophytic Basidiomycete, Grammothele lineata, isolated from Corchorus olitorius, produces paclitaxel that shows cytotoxicity.",Q161489,Corchorus,0.5,Q36411446	P921	Q161489
PMC5479781,Q33822297,"The Variation in the Rhizosphere Microbiome of Cotton with Soil Type, Genotype and Developmental Stage.",Q133481,Gossypium hirsutum,0.5,Q33822297	P921	Q133481
PMC5493661,Q33861006,Effect of boron deficiency on anatomical structure and chemical composition of petioles and photosynthesis of leaves in cotton (Gossypium hirsutum L.).,Q133481,Gossypium hirsutum,0.5,Q33861006	P921	Q133481
PMC5484773,Q38681787,Cocoa Diet and Antibody Immune Response in Preclinical Studies.,Q162078,Theobroma,0.5,Q38681787	P921	Q162078
PMC5506464,Q38661259,Effect of Cocoa Polyphenolic Extract on Macrophage Polarization from Proinflammatory M1 to Anti-Inflammatory M2 State.,Q162078,Theobroma,0.5,Q38661259	P921	Q162078
PMC5516363,Q33916820,Evaluation of electric nets as means to sample mosquito vectors host-seeking on humans and primates.,Q21439896,Mansonia,0.5,Q33916820	P921	Q21439896
PMC5487767,Q33844039,"CaRDR1, an RNA-Dependent RNA Polymerase Plays a Positive Role in Pepper Resistance against TMV.",Q133481,Gossypium hirsutum,0.5,Q33844039	P921	Q133481
PMC5488377,Q33846368,Genome-wide identification and expression analysis of SBP-like transcription factor genes in Moso Bamboo (Phyllostachys edulis).,Q133481,Gossypium hirsutum,0.5,Q33846368	P921	Q133481
PMC5489704,Q38657915,Crop Production under Drought and Heat Stress: Plant Responses and Management Options.,Q133481,Gossypium hirsutum,0.5,Q38657915	P921	Q133481
PMC5493649,Q33860946,Contrasting dynamics of leaf potential and gas exchange during progressive drought cycles and recovery in Amorpha fruticosa and Robinia pseudoacacia.,Q1763350,Cistus albidus,0.5,Q33860946	P921	Q1763350
PMC5496183,Q33868427,Comparative transcriptomics uncovers alternative splicing and molecular marker development in radish (Raphanus sativus L.).,Q719312,Gossypium,0.5,Q33868427	P921	Q719312
PMC5500625,Q33881753,Linking Only Aedes aegypti with Zika Virus Has World-Wide Public Health Implications.,Q21439896,Mansonia,0.5,Q33881753	P921	Q21439896
PMC5501352,Q33883414,Genome-wide characterization of the aldehyde dehydrogenase gene superfamily in soybean and its potential role in drought stress response.,Q15368410,Gossypium Raimondii,0.5,Q33883414	P921	Q15368410
PMC5504778,Q33892587,Hyperglycemia-induced oxidative stress and heart disease-cardioprotective effects of rooibos flavonoids and phenylpyruvic acid-2-O-β-D-glucoside.,Q749221,Abelmoschus manihot,0.5,Q33892587	P921	Q749221
PMC5506016,Q33895011,Optimization of hormone combinations for root growth and bud germination in Chinese fir (Cunninghamia lanceolata) clone leaf cuttings.,Q137952,Triplochiton scleroxylon,0.5,Q33895011	P921	Q137952
PMC5507313,Q33897895,Niche shifts and the potential distribution of Phenacoccus solenopsis (Hemiptera: Pseudococcidae) under climate change.,Q133481,Gossypium hirsutum,0.5,Q33897895	P921	Q133481
PMC5509946,Q38645570,Unraveling the Root Proteome Changes and Its Relationship to Molecular Mechanism Underlying Salt Stress Response in Radish (Raphanus sativus L.).,Q133481,Gossypium hirsutum,0.5,Q38645570	P921	Q133481
PMC5515844,Q33915816,A new Prenylated Flavonoid induces G0/G1 arrest and apoptosis through p38/JNK MAPK pathways in Human Hepatocellular Carcinoma cells.,Q11178022,Daphne giraldii,0.45454545454545453,Q33915816	P921	Q11178022
PMC5484011,Q33833037,Histochemistry and immunolocalisation of glucokinin in antidiabetic plants used in traditional Mexican medicine.,Q1028509,Guazuma,0.4444444444444444,Q33833037	P921	Q1028509
PMC5516393,Q33916990,Tissue and cell-specific transcriptomes in cotton reveal the subtleties of gene regulation underlying the diversity of plant secondary cell walls.,Q133481,Gossypium hirsutum,0.4166666666666667,Q33916990	P921	Q133481
PMC5492869,Q38676524,"Population Structure, Genetic Diversity, and Evolutionary History of Kleinia neriifolia (Asteraceae) on the Canary Islands.",Q1414643,Cistus monspeliensis,0.4,Q38676524	P921	Q1414643
PMC5492915,Q32174058,"Hypoglycaemic activity of Mathurameha, a Thai traditional herbal formula aqueous extract, and its effect on biochemical profiles of streptozotocin-nicotinamide-induced diabetic rats.",Q132638,Abutilon,0.38461538461538464,Q32174058	P921	Q132638
PMC5507978,Q33899542,"An ant-coccid mutualism affects the behavior of the parasitoid Aenasius bambawalei, but not that of the ghost ant Tetramorium bicarinatum.",Q133481,Gossypium hirsutum,0.375,Q33899542	P921	Q133481
PMC5496148,Q33868268,The PIN gene family in cotton (Gossypium hirsutum): genome-wide identification and gene expression analyses during root development and abiotic stress responses.,Q133481,Gossypium hirsutum,0.3333333333333333,Q33868268	P921	Q133481
PMC5504027,Q33890322,Transcriptomic profiling of hemp bast fibres at different developmental stages.,Q161489,Corchorus,0.3333333333333333,Q33890322	P921	Q161489
PMC5491621,Q38676533,System-Level and Granger Network Analysis of Integrated Proteomic and Metabolomic Dynamics Identifies Key Points of Grape Berry Development at the Interface of Primary and Secondary Metabolism.,Q162078,Theobroma,0.3333333333333333,Q38676533	P921	Q162078
PMC5547233,Q38631231,Edible wild mushrooms of the Western Ghats: Data on the ethnic knowledge.,Q13399160,Bombax ceiba,0.3333333333333333,Q38631231	P921	Q13399160
PMC5495857,Q33867250,The Seed Semipermeable Layer and Its Relation to Seed Quality Assessment in Four Grass Species.,Q132419,Shorea,0.3333333333333333,Q33867250	P921	Q132419
PMC5499013,Q33876904,Molecular dating of phylogenetic divergence between Urochloa species based on complete chloroplast genomes.,Q156551,Malvaceae,0.3333333333333333,Q33876904	P921	Q156551
PMC5504834,Q33892809,Modification of the nanostructure of lignocellulose cell walls via a non-enzymatic lignocellulose deconstruction system in brown rot wood-decay fungi.,Q133481,Gossypium hirsutum,0.3333333333333333,Q33892809	P921	Q133481
PMC5513022,Q38658038,Spatial regulation of monolignol biosynthesis and laccase genes control developmental and stress-related lignin in flax.,Q1137540,Hibiscus cannabinus,0.3333333333333333,Q38658038	P921	Q1137540
PMC5530484,Q38659653,Comparative RNA-seq based transcriptome profiling of waterlogging response in cucumber hypocotyls reveals novel insights into the de novo adventitious root primordia initiation.,Q133481,Gossypium hirsutum,0.3333333333333333,Q38659653	P921	Q133481
PMC5482446,Q33828860,Beneficial effects of Hibiscus rosa-sinensis L. flower aqueous extract in pregnant rats with diabetes.,Q157124,Hibiscus,0.29411764705882354,Q33828860	P921	Q157124
PMC5536386,Q38631394,Medicinal plants with promising antileishmanial activity in Iran: a systematic review and meta-analysis.,Q133481,Gossypium hirsutum,0.2857142857142857,Q38631394	P921	Q133481
PMC5501002,Q33882599,Genome-wide analysis of WOX genes in upland cotton and their expression pattern under different stresses.,Q133481,Gossypium hirsutum,0.2777777777777778,Q33882599	P921	Q133481
PMC5485746,Q33837759,Methanol leaves extract Hibiscus micranthus Linn exhibited antibacterial and wound healing activities.,Q15373898,Hibiscus micranthus,0.2631578947368421,Q33837759	P921	Q15373898
PMC5495822,Q38654840,"Genetics and Genomics of Cotton Leaf Curl Disease, Its Viral Causal Agents and Whitefly Vector: A Way Forward to Sustain Cotton Fiber Security.",Q133481,Gossypium hirsutum,0.25,Q38654840	P921	Q133481
PMC5516320,Q33916622,SSR marker variations in Brassica species provide insight into the origin and evolution of Brassica amphidiploids.,Q133481,Gossypium hirsutum,0.25,Q33916622	P921	Q133481
PMC5529569,Q38659188,Linking the morphological and metabolomic response of Lactuca sativa L exposed to emerging contaminants using GC × GC-MS and chemometric tools.,Q133481,Gossypium hirsutum,0.25,Q38659188	P921	Q133481
PMC5499037,Q33459462,Ethnopharmacological survey of home remedies used for treatment of hair and scalp and their methods of preparation in the West Bank-Palestine.,Q157124,Hibiscus,0.2222222222222222,Q33459462	P921	Q157124
PMC5499056,Q33877055,"An ethnobotanical survey of medicinal and edible plants of Yalo Woreda in Afar regional state, Ethiopia.",Q1929656,Tiliaceae,0.2,Q33877055	P921	Q1929656
PMC5540187,Q38648440,Systematic review on traditional medicinal plants used for the treatment of malaria in Ethiopia: trends and perspectives.,Q1335129,Gnidia,0.2,Q38648440	P921	Q1335129
PMC5491003,Q33852924,Molecular and functional characterization of two isoforms of chalcone synthase and their expression analysis in relation to flavonoid constituents in Grewia asiatica L.,Q1998501,Grewia asiatica,0.15625,Q33852924	P921	Q1998501

